,ns,ni,nr,cs,ci,cr,transfer,T,S,I,R,D,tau,Ur,Ui,Us,mus,lami,P,lams,R1,R2,R3,C,N,Neff,walras,pid,pr_treat,pr_vacc,mortality,ctax,kappa,pir,beta,pidbar,theta,A,eps,pi1,pi2,pi3
231,0.1666666666650478,0.16666666666666666,0.16666666666666666,6.633333333268903,5.306666666666667,6.633333333333333,0.0,7.882728197131798e-13,0.4752560062056391,2.8949798032667185e-12,0.5194965538535511,0.005247439937914663,1.6586277909596814e-12,1773.9947768166833,1755.717491010787,1773.9947768164477,18.262943065824132,0.1884422110552764,0.9947525600620853,0.15075376884439481,0.0,0.0,2.7755575615628914e-17,6.598525315044037,0.1657920933429115,0.16579209334281497,-8.881784197001252e-16,0.003888888888888889,0.0,0.0,0.010101010101010102,0,0.0,0.385,0.9992152697058329,0.003888888888888889,36,39.8,0.001,0.0046,7.3983,0.2055
232,0.16666666666523655,0.16666666666666666,0.16666666666666666,6.633333333276414,5.306666666666667,6.633333333333333,0.0,6.963607496264377e-13,0.47525600620485087,2.55742714393173e-12,0.5194965538546656,0.005247439937925921,1.4652329282216026e-12,1773.9947768166833,1755.717491010787,1773.994776816478,18.26294306585094,0.1884422110552764,0.9947525600620741,0.15075376884437455,0.0,0.0,-2.7755575615628914e-17,6.598525315047979,0.16579209334299932,0.16579209334291406,0.0,0.003888888888888889,0.0,0.0,0.010101010101010102,0,0.0,0.385,0.9992152697058329,0.003888888888888889,36,39.8,0.001,0.0046,7.3983,0.2055
233,0.1666666666654033,0.16666666666666666,0.16666666666666666,6.633333333283051,5.306666666666667,6.633333333333333,0.0,6.15165563867405e-13,0.4752560062041545,2.2592328931402723e-12,0.5194965538556503,0.005247439937935867,1.2943877738246826e-12,1773.9947768166833,1755.717491010787,1773.9947768165048,18.26294306587457,0.1884422110552764,0.9947525600620641,0.15075376884435665,0.0,0.0,0.0,6.598525315051464,0.1657920933430769,0.1657920933430016,0.0,0.003888888888888889,0.0,0.0,0.010101010101010102,0,0.0,0.385,0.9992152697058329,0.003888888888888889,36,39.8,0.001,0.0046,7.3983,0.2055
234,0.1666666666655506,0.16666666666666666,0.16666666666666666,6.633333333288913,5.306666666666667,6.633333333333333,0.0,5.434376810744296e-13,0.4752560062035393,1.995807887453127e-12,0.5194965538565202,0.005247439937944652,1.1434630472438257e-12,1773.9947768166833,1755.717491010787,1773.9947768165284,18.262943065895243,0.1884422110552764,0.9947525600620554,0.15075376884434083,0.0,0.0,-2.7755575615628914e-17,6.598525315054541,0.16579209334314549,0.16579209334307893,0.0,0.003888888888888889,0.0,0.0,0.010101010101010102,0,0.0,0.385,0.9992152697058329,0.003888888888888889,36,39.8,0.001,0.0046,7.3983,0.2055
235,0.16666666666568072,0.16666666666666666,0.16666666666666666,6.633333333294092,5.306666666666667,6.633333333333333,0.0,4.800732202155054e-13,0.47525600620299585,1.7630980567402296e-12,0.5194965538572885,0.005247439937952413,1.0101360402596402e-12,1773.9947768166833,1755.717491010787,1773.9947768165491,18.262943065913646,0.1884422110552764,0.9947525600620476,0.15075376884432687,0.0,0.0,-5.551115123125783e-17,6.598525315057259,0.165792093343206,0.16579209334314723,8.881784197001252e-16,0.003888888888888889,0.0,0.0,0.010101010101010102,0,0.0,0.385,0.9992152697058329,0.003888888888888889,36,39.8,0.001,0.0046,7.3983,0.2055
236,0.1666666666657957,0.16666666666666666,0.16666666666666666,6.633333333298668,5.306666666666667,6.633333333333333,0.0,4.240970120297774e-13,0.4752560062025158,1.5575220326678677e-12,0.5194965538579673,0.00524743993795927,8.923548708378898e-13,1773.9947768166833,1755.717491010787,1773.9947768165675,18.262943065930003,0.1884422110552764,0.9947525600620407,0.15075376884431455,0.0,0.0,-2.7755575615628914e-17,6.5985253150596614,0.1657920933432595,0.1657920933432076,8.881784197001252e-16,0.003888888888888889,0.0,0.0,0.010101010101010102,0,0.0,0.385,0.9992152697058329,0.003888888888888889,36,39.8,0.001,0.0046,7.3983,0.2055
237,0.16666666666589725,0.16666666666666666,0.16666666666666666,6.63333333330271,5.306666666666667,6.633333333333333,0.0,3.7464759132331315e-13,0.4752560062020917,1.3759160319934742e-12,0.519496553858567,0.0052474399379653265,7.883069049820758e-13,1773.9947768166833,1755.717491010787,1773.994776816584,18.262943065944317,0.1884422110552764,0.9947525600620347,0.15075376884430366,0.0,0.0,0.0,6.598525315061783,0.16579209334330675,0.1657920933432609,0.0,0.003888888888888889,0.0,0.0,0.010101010101010102,0,0.0,0.385,0.9992152697058329,0.003888888888888889,36,39.8,0.001,0.0046,7.3983,0.2055
238,0.16666666666598695,0.16666666666666666,0.16666666666666666,6.63333333330628,5.306666666666667,6.633333333333333,0.0,3.309639391528926e-13,0.47525600620171704,1.2154851664304365e-12,0.5194965538590967,0.005247439937970677,6.963908605763494e-13,1773.9947768166833,1755.717491010787,1773.9947768165982,18.262943065957266,0.1884422110552764,0.9947525600620293,0.15075376884429403,0.0,0.0,-2.7755575615628914e-17,6.598525315063657,0.1657920933433485,0.16579209334330797,-8.881784197001252e-16,0.003888888888888889,0.0,0.0,0.010101010101010102,0,0.0,0.385,0.9992152697058329,0.003888888888888889,36,39.8,0.001,0.0046,7.3983,0.2055
239,0.16666666666606622,0.16666666666666666,0.16666666666666666,6.6333333333094355,5.306666666666667,6.633333333333333,0.0,2.923737708620739e-13,0.4752560062013861,1.0737604297492703e-12,0.5194965538595646,0.005247439937975404,6.151921639012023e-13,1773.9947768166833,1755.717491010787,1773.9947768166112,18.262943065968628,0.1884422110552764,0.9947525600620246,0.1507537688442855,0.0,0.0,0.0,6.598525315065313,0.16579209334338535,0.16579209334334957,0.0,0.003888888888888889,0.0,0.0,0.010101010101010102,0,0.0,0.385,0.9992152697058329,0.003888888888888889,36,39.8,0.001,0.0046,7.3983,0.2055
240,0.16666666666613625,0.16666666666666666,0.16666666666666666,6.633333333312223,5.306666666666667,6.633333333333333,0.0,2.5828318972422107e-13,0.4752560062010937,9.485607001532947e-13,0.5194965538599781,0.00524743993797958,5.43461179562525e-13,1773.9947768166833,1755.717491010787,1773.9947768166226,18.262943065978625,0.1884422110552764,0.9947525600620204,0.15075376884427805,0.0,0.0,5.551115123125783e-17,6.598525315066777,0.165792093343418,0.16579209334338635,0.0,0.003888888888888889,0.0,0.0,0.010101010101010102,0,0.0,0.385,0.9992152697058329,0.003888888888888889,36,39.8,0.001,0.0046,7.3983,0.2055
