,S,I,R,D,P,N,C
171,0.35004563962165663,5.02961069259969e-13,0.643454816774062,0.006499543603778404,0.9935004563962216,0.16558340939937027,6.590219694094269
172,0.3500456396215481,4.159056743291304e-13,0.6434548167742556,0.00649954360378036,0.9935004563962196,0.16558340939936994,6.590219694094372
173,0.35004563962145835,3.4391832790093453e-13,0.6434548167744157,0.0064995436037819775,0.993500456396218,0.16558340939936966,6.590219694094456
174,0.35004563962138413,2.843909654682064e-13,0.6434548167745482,0.006499543603783315,0.9935004563962166,0.16558340939936944,6.590219694094526
175,0.35004563962132274,2.3516694133041674e-13,0.6434548167746577,0.006499543603784421,0.9935004563962155,0.16558340939936925,6.590219694094584
176,0.350045639621272,1.9446289443004058e-13,0.6434548167747483,0.006499543603785335,0.9935004563962146,0.1655834093993691,6.590219694094633
177,0.35004563962123003,1.6080413809939083e-13,0.6434548167748231,0.006499543603786091,0.9935004563962139,0.165583409399369,6.590219694094673
178,0.35004563962119534,1.3297123292171164e-13,0.643454816774885,0.006499543603786717,0.9935004563962133,0.16558340939936889,6.590219694094705
179,0.35004563962116664,1.0995580706878969e-13,0.6434548167749362,0.006499543603787234,0.9935004563962128,0.1655834093993688,6.590219694094732
180,0.35004563962114293,9.092402350865569e-14,0.6434548167749785,0.006499543603787661,0.9935004563962123,0.16558340939936872,6.590219694094754
181,0.35004563962112334,7.518637051911575e-14,0.6434548167750135,0.006499543603788015,0.993500456396212,0.16558340939936866,6.590219694094772
182,0.35004563962110713,6.217268103296736e-14,0.6434548167750425,0.0064995436037883075,0.9935004563962117,0.1655834093993686,6.590219694094788
183,0.3500456396210937,5.1411475778635745e-14,0.6434548167750664,0.0064995436037885495,0.9935004563962114,0.16558340939936858,6.590219694094801
184,0.3500456396210826,4.251288182884837e-14,0.6434548167750862,0.00649954360378875,0.9935004563962112,0.16558340939936855,6.590219694094811
185,0.35004563962107343,3.515450770515832e-14,0.6434548167751025,0.0064995436037889156,0.9935004563962111,0.1655834093993685,6.59021969409482
186,0.35004563962106583,2.906976330062414e-14,0.6434548167751161,0.006499543603789053,0.993500456396211,0.1655834093993685,6.590219694094827
187,0.35004563962105956,2.4038201457456693e-14,0.6434548167751273,0.006499543603789165,0.9935004563962109,0.16558340939936847,6.5902196940948325
188,0.3500456396210544,1.987753127996278e-14,0.6434548167751365,0.006499543603789259,0.9935004563962108,0.16558340939936844,6.590219694094838
